tconst,title,region,language,primaryTitle,originalTitle,startYear,genres,directors,writers
tt0076254,Golden Seeta,IN,ml,Kanchana Sita,Kanchana Sita,1977.0,"Drama,Fantasy",nm0033244,"nm0033244,nm11292639,nm1033349"
tt0078381,Thambu,IN,ml,Thampu,Thampu,1978.0,Drama,nm0033244,nm0033244
tt0088331,Unaru,IN,ml,Unaroo,Unaroo,1984.0,Drama,nm0711745,nm0845785
tt0093603,Nayakan,IN,ta,Nayakan,Nayakan,1987.0,"Crime,Drama",nm0711745,"nm0049400,nm0707366,nm0711745"
tt0097851,Mathilukal,IN,ml,Mathilukal,Mathilukal,1990.0,"Drama,Romance",nm0329715,"nm0059775,nm0329715"
tt0105575,Devar Magan,IN,ta,Thevar Magan,Thevar Magan,1992.0,"Action,Drama,Romance",nm0080245,nm0352032
tt0107921,Thalai Nagaram,IN,ta,Rajdhani,Rajdhani,1993.0,"Action,Drama",nm0707952,
tt0108329,Thiruda Thiruda,IN,ta,Thiruda Thiruda,Thiruda Thiruda,1993.0,"Action,Crime,Drama",nm0711745,"nm0592794,nm0711745,nm1391608,nm0890060"
tt0116630,Indian,IN,ta,Indian,Indian,1996.0,"Action,Drama,Musical",nm0788171,"nm0788171,nm1391608,nm0837675"
tt0140348,Maha Nadhi,IN,ta,Mahanadi,Mahanadhi,1994.0,"Crime,Drama",nm0080248,"nm0352032,nm10132956"
tt0140534,Sathy Leevathy,IN,ta,Sathi Leelavathi,Sathi Leelavathi,1995.0,"Comedy,Drama",nm0536818,"nm10410739,nm0352032,nm0536818,nm1190372"
tt0154153,Andhanaal,IN,ta,Andha Naal,Andha Naal,1954.0,"Crime,Mystery,Thriller",nm0049336,"nm0049336,nm0781679"
tt0154167,Azhagan,IN,ta,Azhakan,Azhakan,1991.0,"Drama,Romance",nm0049335,nm0049335
tt0154553,Nool Veli,IN,ta,Guppedu Manasu,Guppedu Manasu,1979.0,Drama,nm0049335,"nm0040490,nm0049335"
tt0154566,Harichandra,IN,ta,Harishchandra,Harishchandra,1932.0,,"nm0045943,nm0151543,nm0619630",
tt0154840,Manninte Maril Unartupattu,IN,ml,Manninte Maril,Manninte Maril,1980.0,,nm0045644,nm0619760
tt0154911,Mugila Mallige,IN,kn,Mugila Malligey,Mugila Malligey,1985.0,,nm0049335,"nm0049335,nm1030281"
tt0155204,Shri Naryana Guru,IN,ml,Sree Narayana Guru,Sree Narayana Guru,1985.0,,nm0045644,"nm2156848,nm0667673"
tt0155257,Thappu Thalangal,IN,ta,Thappu Thalangal,Thappu Thalangal,1978.0,Drama,nm0049335,"nm0049335,nm0471468"
tt0155475,Adya Kiranangal,IN,ml,Aadhya Kiranangal,Aadhya Kiranangal,1964.0,,nm0080279,"nm0080270,nm1928714"
tt0155491,Ammeye Kannan,IN,ml,Ammaye Kaanaan,Ammaye Kaanaan,1963.0,,nm0080279,nm12429223
tt0155505,Charithram Aavarthikkunnilla,IN,ml,Appooppan,Appooppan,1976.0,Drama,nm0080279,nm0755421
tt0155506,Arakallan Mukkal Kallan,IN,ml,Arakkallan Mukkallan,Arakkallan Mukkallan,1974.0,,nm0080279,nm1588355
tt0155526,Balyakala Sakhi,IN,ml,Balyakalasakhi,Balyakalasakhi,1967.0,,nm0765881,"nm0059775,nm0765881"
tt0155542,Bhagya Jathakom,IN,ml,Bhagya Jathakam,Bhagya Jathakam,1962.0,Drama,nm0080279,"nm3259882,nm0080279"
tt0155664,Dhavani Kanavugal,IN,ta,Dhavani Kannavukal,Dhavani Kannavukal,1984.0,Drama,nm0080180,
tt0155790,Kakathampurati,IN,ml,Kakka Thamburatti,Kakka Thamburatti,1970.0,,nm0080279,nm0857001
tt0155899,Nayaru Picha Pulival,IN,ml,Nair Pidicha Pulival,Nair Pidicha Pulival,1958.0,,nm0080279,nm0882018
tt0155916,Ningal Enne Communist Akki,IN,ml,Ningalenne Communistaki,Ningalenne Communistaki,1970.0,,nm0080270,nm0080270
tt0155933,Ozhivu Kalam,IN,ml,Ozhivukalam,Ozhivukalam,1985.0,"Drama,Family",nm0080245,nm0655802
tt0155949,Pava Mannippu,IN,ta,Pavunnu Pavanuthan,Pavunnu Pavanuthan,1991.0,,nm0080180,
tt0156053,Savitri,IN,ta,The Wife,Savithri,1980.0,Drama,nm0080245,
tt0156058,Seetha Swayamvaram,IN,ml,Sita Swayamvar,Sita Swayamvar,1976.0,"Adventure,Drama,Fantasy",nm0052677,"nm0611971,nm0764314,nm1747269"
tt0156077,Shyamala Chechi,IN,ml,Shyamalachechi,Shyamalachechi,1965.0,,nm0080279,"nm0080270,nm0080279"
tt0156099,Sreemad Bhagavadgeetha,IN,ml,Sreemadh Bhagwad Geetha,Sreemadh Bhagwad Geetha,1976.0,,nm0080279,"nm0476092,nm1324555"
tt0156107,Sthree,IN,ml,Stree,Stree,1970.0,,nm0080279,"nm0080279,nm1928714"
tt0156167,Veendum Prabhatam,IN,ml,Veendum Prabatham,Veendum Prabatham,1973.0,,nm0080279,nm0857001
tt0156174,Vilakkyu Vaangiya Veena,IN,ml,Vilakkuvangiya Veena,Vilakkuvangiya Veena,1971.0,Drama,nm0080279,nm0857001
tt0156860,Is Education Alone Enough?,IN,ta,Padithal Mattum Podhuma,Padithal Mattum Podhuma,1962.0,"Comedy,Drama",nm0080406,"nm0051855,nm0080406,nm2154515"
tt0156868,Pava Mannippu,IN,ta,Paava Mannippu,Paava Mannippu,1961.0,"Drama,Family",nm0080406,"nm0080406,nm1194078,nm1876198"
tt0157386,Bhagya Devathai,IN,ta,Bhagya Devatha,Bhagya Devatha,1959.0,Action,nm0151192,
tt0179715,Channel Umptee-3,IN,ta,Channel Umptee-3,Channel Umptee-3,1997.0,"Animation,Comedy","nm0672791,nm0433034,nm0781554,nm0372198,nm0777196","nm0059949,nm0313471,nm0005131,nm0262494"
tt0186823,Angeekaarum,IN,ml,Angikaram,Angikaram,1977.0,Drama,nm0765873,nm0792281
tt0186956,Deva Ragam,IN,ml,Devaraagam,Devaraagam,1996.0,"Drama,Romance",nm0080245,nm1563138
tt0187323,Mudi Sooda Mannan,IN,ta,Mudichooda Mannan,Mudichooda Mannan,1978.0,,nm1804592,
tt0187413,Poompatta,IN,ml,Poombatta,Poombatta,1971.0,Drama,nm0693205,nm0693205
tt0213425,Atchan,IN,ml,Achan,Achan,1952.0,,nm0542339,nm0619779
tt0213429,Adimakal,IN,ml,Adimagal,Adimagal,1969.0,Drama,nm0786042,"nm0080270,nm1863604"
tt0213753,Kaathalar Thinam,IN,ta,Kadhalar Dinam,Kadhalar Dinam,1999.0,"Drama,Musical,Romance",nm0997190,nm0997190
tt0213767,Kavyamela,IN,ml,Kavya Mela,Kavya Mela,1965.0,,nm0619759,"nm0755421,nm8857362"
tt0213785,Kunjali Maraikkar,IN,ml,Kunjali Marakkar,Kunjali Marakkar,1966.0,"Action,Drama",nm0707348,nm0619753
tt0213861,Marthanda Varma,IN,ml,Marthandavarman,Marthandavarman,1931.0,History,nm1512438,nm1512438
tt0214498,Aathmaarpanam,IN,ml,Atmarpanam,Atmarpanam,1956.0,,nm0710548,nm2129914
tt0214499,Athma Sakhi,IN,ml,Atmasakhi,Atmasakhi,1953.0,,nm0710548,"nm2129914,nm9989394"
tt0214504,Avakasi,IN,ml,Avakashi,Avakashi,1954.0,,nm0593889,nm2129914
tt0214510,Avarunarunnu,IN,ml,Avar Unarunnu,Avar Unarunnu,1956.0,,nm0619764,"nm2129914,nm0683487"
tt0214569,Chadarangam,IN,ta,Sadhurangam,Sadhurangam,1978.0,,nm0243655,
tt0214585,Chitram,IN,ml,Chithram,Chithram,1988.0,"Comedy,Drama,Musical",nm0698184,"nm0698184,nm0820208"
tt0214724,Jnanasundary,IN,ml,Gnana Sundari,Gnana Sundari,1961.0,Drama,nm0786042,nm9779921
tt0214830,Kalamegam,IN,ta,Kalamegham,Kalamegham,1940.0,,nm0006497,nm8599807
tt0214849,Kidappadom,IN,ml,Kidappadam,Kidappadam,1954.0,,nm0542339,"nm0475069,nm0683487"
tt0214852,Kilipetchu Ketka Vaa,IN,ta,Kilipetchu Ketkava,Kilipetchu Ketkava,1993.0,,nm0269778,
tt0214920,Manthravathi,IN,ml,Manthravadi,Manthravadi,1956.0,Drama,nm0836998,nm0476092
tt0214976,Nadi,IN,ml,Nadhi,Nadhi,1969.0,"Comedy,Drama",nm0898565,"nm0080270,nm0030973"
tt0214984,Neeya?,IN,ta,Neeya,Neeya,1979.0,"Drama,Fantasy,Musical",nm0243655,
tt0215150,Sati Leelavathi,IN,ta,Sati Leelavati,Sati Leelavati,1936.0,Drama,nm0006497,
tt0215179,Sakuntalai,IN,ta,Shakuntala,Shakuntala,1940.0,Drama,nm0006497,"nm1359914,nm8599858"
tt0215249,Theerpugal Thiruththapadalam,IN,ta,Theerpugal Thirutha Padalam,Theerpugal Thirutha Padalam,1982.0,,nm0243655,
tt0215276,Ulkadal,IN,ml,Ulkatal,Ulkatal,1978.0,"Drama,Romance",nm0313489,nm10442291
tt0215308,Varusham 16,IN,ta,Varusham Padhinaaru,Varusham Padhinaaru,1989.0,"Drama,Romance",nm0269778,"nm0269778,nm7259938"
tt0215468,Aathi Parasakthi,IN,ta,Adi Parasakthi,Adi Parasakthi,1971.0,"Drama,Fantasy",nm0329716,"nm0329716,nm1810659"
tt0215710,Devasundary,IN,ml,Devasundari,Devasundari,1957.0,,nm0620629,"nm12609264,nm0619779"
tt0215844,Hima Vahini,IN,ml,Himavahini,Himavahini,1983.0,Drama,nm0899794,"nm0437077,nm0080270"
tt0216027,Nayakkirin Magal,IN,ta,Nayakarin Magal,Nayakarin Magal,1982.0,,nm0329716,
tt0216104,Poo Viriyum Pulari,IN,ml,Pooviriyum Pulari,Pooviriyum Pulari,1982.0,Drama,nm1203889,"nm1550223,nm1203889"
tt0230597,Oru Vadakkan Veeragatha,IN,ml,A Northern Story of Valor,Oru Vadakkan Veeragatha,1989.0,"Drama,History",nm0363030,nm0619760
tt0230727,Sangamam,IN,ml,Sanganam,Sanganam,1977.0,,nm0363030,nm0755421
tt0230950,Vikada Kavi,IN,ml,Vikatakavi,Vikatakavi,1984.0,,nm0363030,nm0049397
tt0231858,Kalanjukuttiya Thangan,IN,ml,Kalanju Kittiya Thankam,Kalanju Kittiya Thankam,1964.0,,nm0437031,nm9735200
tt0232439,Poochakkanni,IN,ml,Poocha Kanni,Poocha Kanni,1966.0,,nm0437031,nm0619779
tt0233159,Aadhi Paadam,IN,ml,Aadipaapam,Aadipaapam,1979.0,,nm0474915,nm0474915
tt0233268,Aayisha,IN,ml,Ayesha,Ayesha,1964.0,,nm0475069,nm2188260
tt0233933,Inapravukal,IN,ml,Inapravugal,Inapravugal,1965.0,,nm0475069,nm9779921
tt0234047,Kodungalloor Amma,IN,ml,Kodungalluramma,Kodungalluramma,1968.0,,nm0475069,nm3259882
tt0234175,Mynatharuvi Kolakase,IN,ml,Mainatharuvi Kola Case,Mainatharuvi Kola Case,1967.0,"Crime,Thriller",nm0475069,nm12349796
tt0234327,Neeli Saali,IN,ml,Neelisally,Neelisally,1960.0,,nm0475069,nm2188260
tt0234355,"Nu, pōkaṭi!",IN,ta,"Well, Just You Wait!","Nu, pogodi!",1969.0,"Action,Adventure,Animation","nm0467875,nm1819025,nm2181266,nm0125469","nm0475810,nm0451043,nm0436890"
tt0234414,Palattu Koman,IN,ml,Palattukoman,Palattukoman,1962.0,,nm0475069,nm2188260
tt0234418,Panchavan Kaadu,IN,ml,Panchavan Kadu,Panchavan Kadu,1971.0,,nm0475069,"nm0080270,nm2156848"
tt0234572,Rathnakumar,IN,ta,Ratna Kumar,Ratna Kumar,1949.0,,"nm0471487,nm0659549",
tt0234578,Rebeka,IN,ml,Rebecca,Rebecca,1963.0,,nm0475069,nm0080270
tt0234688,Seetha,IN,ml,Seeta,Seeta,1960.0,,nm0475069,nm0765881
tt0234709,Shakunthala,IN,ml,Shakuntala,Shakuntala,1965.0,,nm0475069,"nm11233761,nm0080270,nm1359914"
tt0234974,Vellaya Devan,IN,ta,Vellaya Thevan,Vellaya Thevan,1990.0,,nm1757677,
tt0235489,Rettai Vaal Kuruvi,IN,ta,Rettai Vaal Kuruvi,Rettai Vaal Kuruvi,1987.0,"Comedy,Romance",nm0536818,"nm16554795,nm0536818"
tt0235570,Manya Sree Viswamithran,IN,ml,Manyasree Viswamitran,Manyasree Viswamitran,1974.0,,nm0534867,nm10436996
tt0235604,Moodu Pani,IN,ta,Moodu Pani,Moodu Pani,1980.0,"Crime,Thriller",nm0536818,nm0536818
tt0235647,Umakkuyil,IN,ml,Oomai Kuyil,Oomai Kuyil,1983.0,"Drama,Romance",nm0536818,nm0536818
tt0235746,Sathya Prithinja,IN,ml,Satyaprathinja,Satyaprathinja,1991.0,,nm1324517,nm0755421
tt0235846,Unnikrishnante Aadyathe Christmas,IN,ml,Unnikrishnante Adyathe Christmas,Unnikrishnante Adyathe Christmas,1988.0,Drama,nm0436382,"nm1431061,nm2195217,nm1509215"
tt0235848,Udhiri Pookal,IN,ta,Uthiri Pookkal,Uthiri Pookkal,1979.0,"Drama,Family",nm0536820,"nm8038620,nm0536820,nm10673712"
tt0235891,Yaatra,IN,ml,Yaathra,Yaathra,1985.0,"Drama,Romance",nm0536818,"nm1431061,nm0536818"
tt0236951,Aadhaaram,IN,ml,Aadharam,Aadharam,1992.0,Drama,nm1325476,nm0517839
tt0237376,Kireedom,IN,ml,Kireedam,Kireedam,1989.0,"Action,Drama",nm0539034,nm0517839
tt0240404,Chayam,IN,ml,Chaayam,Chaayam,1973.0,,nm0579763,nm1252941
tt0240407,Chembarathi,IN,ml,Chemparathy,Chemparathy,1972.0,"Comedy,Musical,Romance",nm0579763,nm4331567
tt0240451,Darshanam,IN,ml,Darshanam,Darshanam,1973.0,,nm0579763,nm0579763
tt0242572,Kandukondain Kandukondain,IN,ta,I Have Found It,Kandukondain Kandukondain,2000.0,"Drama,Musical,Romance",nm0579766,"nm0000807,nm0579766,nm0837675"
tt0243771,Ashwadhamavu,IN,ml,Wandering Soul,Ashwathama,1978.0,,nm0595932,"nm0475142,nm0619765"
tt0244058,Mangalam Neerunnu,IN,ml,Mangalam Nerunnu,Mangalam Nerunnu,1984.0,,nm0595896,
tt0244240,Soorya Daaham,IN,ml,Surya Daham,Surya Daham,1979.0,,nm0595896,"nm0595896,nm2626554"
tt0245005,Bookailah,IN,ta,Bhukailasa,Bhukailasa,1938.0,,nm0618935,nm0813778
tt0245483,Sudharsan,IN,ta,Sudarshan,Sudarshan,1951.0,,"nm0618935,nm0759816",
tt0245534,Kiratha Arjuna,IN,ta,Urvashi Sahasam,Urvashi Sahasam,1940.0,,"nm8599820,nm0615480,nm0708029",nm7009917
tt0245990,Kali,IN,ta,Kaali,Kaali,1980.0,"Action,Drama",nm0765873,nm0536820
tt0246167,Premagni,IN,kn,Premagnee,Premagnee,1989.0,,nm0619056,"nm13680028,nm0619056,nm13737597"
tt0246432,Anubandham,IN,ml,Anu Bandham,Anu Bandham,1985.0,Drama,nm0765873,nm0619760
tt0246664,Kumasthavin Magal,IN,ta,Gumastavin Magal,Gumastavin Magal,1974.0,,nm0619162,nm0619162
tt0246915,Sario Thetto,IN,ml,Sheriyo Thetto,Sheriyo Thetto,1953.0,,"nm0619779,nm0721575",nm0619779
tt0248934,Kariyilakkattu Pole,IN,ml,Kariyila Kattu Pole,Kariyila Kattu Pole,1986.0,"Crime,Mystery,Thriller",nm0655802,"nm0655802,nm2575123"
tt0250205,Veerapandiya kattaboman,IN,ta,Amar Shaheed,Amar Shaheed,1959.0,,nm0659849,
tt0250567,Pillalu Techina Chalana Rajyam,IN,ta,Makkala Rajya,Makkala Rajya,1960.0,,nm0659849,"nm1031380,nm11040771"
tt0250609,Nammaveettu Lakshmi,IN,ta,Nammaveeti Lakshmi,Nammaveeti Lakshmi,1966.0,,nm0659849,
tt0250668,Prem Poojari,IN,ml,Prem Poojari,Prem Poojari,1999.0,"Drama,Romance",nm0363030,"nm0049397,nm0363030"
tt0250684,Kittur Channamma,IN,kn,Rani Chanamma,Rani Chanamma,1962.0,,nm0659849,
tt0250712,Sangili Thevan,IN,ta,Sangaili Thevan,Sangaili Thevan,1960.0,,nm0659849,
tt0250745,Sri Krishnadevaraya,IN,kn,Sri Krishna Deva Raya,Sri Krishna Deva Raya,1970.0,"Drama,History",nm0659849,"nm1030281,nm0659849,nm3406494"
tt0250758,Suhaag,IN,ta,Suhag,Suhag,1958.0,,nm0659849,
tt0250803,Veerapandiya Kattabomman,IN,ta,Veerapandiya Kattabomman,Veerapandiya Kattabomman,1959.0,"Biography,Drama,History",nm0659849,nm4437962
tt0251414,Stree,IN,ml,Sthree,Sthree,1950.0,,nm0619769,nm0619779
tt0251690,Edhirum Pudhirum,IN,ta,Ethirum Puthirum,Ethirum Puthirum,1999.0,Action,nm1359360,"nm1359360,nm6388679"
tt0251754,Gnanambika,IN,ml,Jnanambika,Jnanambika,1940.0,,nm0636619,nm0683480
tt0251833,Meghom,IN,ml,Megham,Megham,1999.0,"Comedy,Romance",nm0698184,"nm0845785,nm0698184"
tt0251921,Paalayam,IN,ml,Palayam,Palayam,1993.0,"Action,Drama",nm0045089,"nm0430573,nm2549780"
tt0252185,Yanai Valartha Vanampadi,IN,ta,Aana Valarthiyal Vanampady,Aana Valarthiyal Vanampady,1959.0,,nm0836998,"nm0619779,nm12609849"
tt0252185,Aana Valarthiya Vaanampadi,IN,ml,Aana Valarthiyal Vanampady,Aana Valarthiyal Vanampady,1959.0,,nm0836998,"nm0619779,nm12609849"
tt0252276,Bhaktha Kuchela,IN,ml,Bhakta Kuchela,Bhakta Kuchela,1961.0,,nm0836998,nm0476092
tt0253603,Rugmangad Mohini,IN,ta,Rukamangada Mohini,Rukamangada Mohini,1927.0,,nm0679610,nm0679610
tt0253617,Sabarimala Shri Ayyappan,IN,ml,Sabarimalai Shri Ayyappan,Sabarimalai Shri Ayyappan,1962.0,,nm0619667,nm0619779
tt0253691,Sreekovil,IN,ml,Shreekovil,Shreekovil,1962.0,,"nm0708001,nm0859315","nm0708001,nm0755421"
tt0253801,Thaskara Veeran,IN,ml,Thaskaraveeran,Thaskaraveeran,1957.0,,nm0619667,nm7873736
tt0253873,Uttaram,IN,ml,Utharam,Utharam,1989.0,"Drama,Mystery,Thriller",nm0667673,"nm0619760,nm0238898"
tt0254119,Arappavan,IN,ml,Ara Pavan,Ara Pavan,1961.0,,nm0788158,nm7873736
tt0254149,Aathma,IN,ta,Atma,Atma,1993.0,,nm0693092,"nm0693092,nm6409917"
tt0254266,Devalayam,IN,ml,Devaalayam,Devaalayam,1964.0,,"nm0616113,nm0708001",nm7873736
tt0254460,Kattu Maina,IN,ml,Kaattu Mynah,Kaattu Mynah,1963.0,,nm0619759,"nm0476092,nm12609849"
tt0254483,Karutha Kayi,IN,ml,Karutha Kai,Karutha Kai,1964.0,,nm0619759,
tt0254509,Anni,IN,ml,Kusruthy Kuttan,Kusruthy Kuttan,1966.0,,nm0619759,nm0619779
tt0254523,Lily,IN,ml,Lilly,Lilly,1958.0,,nm0619395,nm13180163
tt0254650,Pakal Kinavu,IN,ml,Pakalkkinavu,Pakalkkinavu,1966.0,,nm0707348,nm0619760
tt0254715,Priyatama,IN,ml,The Beloved,Priyathama,1966.0,,nm0836998,nm0437077
tt0254756,Satyabhama,IN,ml,Sathyabhama,Sathyabhama,1963.0,,nm0542339,nm9735200
tt0254770,Shri Guruvayoorappan,IN,ml,Shree Guruvayoorappan,Shree Guruvayoorappan,1964.0,,nm0708001,nm7873736
tt0254942,Akkare Akkare Akkare,IN,ml,Akkare Akkare Akkare,Akkare Akkare Akkare,1990.0,Comedy,nm0698184,nm0820208
tt0254960,Anju Sundarigal,IN,ml,Anchu Sundarikal,Anchu Sundarikal,1968.0,,nm0619759,nm3259882
tt0255289,Kalapani,IN,ml,Kaalapani,Kaalapani,1996.0,"Action,Drama,History",nm0698184,"nm0845785,nm0698184,nm1391608"
tt0255396,Mukundanetta... Sumithra Vilikkunnu,IN,ml,Mukunthetta Sumitra Vilikkunnu,Mukunthetta Sumitra Vilikkunnu,1988.0,"Comedy,Thriller",nm0698184,"nm0698184,nm0820208"
tt0255410,NGO,IN,ml,N.G.O,N.G.O,1967.0,,nm0707348,nm0619753
tt0255426,Niram,IN,ml,Niram,Niram,1999.0,"Comedy,Musical,Romance",nm0436382,"nm1436180,nm0766360"
tt0255560,Rishi Vamsam,IN,ml,Rushy Vamsam,Rushy Vamsam,1999.0,,nm0025805,nm0025805
tt0255641,Thaalavattam,IN,ml,Thalavattam,Thalavattam,1986.0,"Comedy,Drama,Romance",nm0698184,nm0698184
tt0256484,Veetu Mrugham,IN,ml,Veettu Mrugam,Veettu Mrugam,1969.0,,nm0619239,"nm5481625,nm0619239"
tt0257376,Agni Mrugam,IN,ml,Agnimrigam,Agnimrigam,1971.0,,nm0619759,"nm0080270,nm0437077"
tt0257396,Annadha Shilpangal,IN,ml,Anadha Silpangal,Anadha Silpangal,1971.0,,nm0709134,nm0755421
tt0257410,Apporvam Chilar,IN,ml,Apoorvam Chilar,Apoorvam Chilar,1991.0,"Comedy,Drama",nm0012377,nm0841554
tt0257445,Bheekara Nimishangal,IN,ml,Bhikara Nimishankal,Bhikara Nimishankal,1970.0,,nm0619759,nm3259882
tt0257461,C.I.D. Nazeer,IN,ml,C.I.D. Nazir,C.I.D. Nazir,1971.0,"Crime,Mystery,Romance",nm0619239,"nm2464692,nm0030973,nm0619239"
tt0257832,Kannur Deluxe,IN,ml,Kannoor Deluxe,Kannoor Deluxe,1969.0,,nm0707267,"nm11331569,nm0755421"
tt0257833,Kara Kana Kadal,IN,ml,Karakanakadal,Karakanakadal,1971.0,,nm0786042,"nm0755421,nm9779921"
tt0257849,Lanka Dhahanam,IN,ml,Lanka Dahanam,Lanka Dahanam,1971.0,Drama,nm0765881,nm2129914
tt0257920,Minda Pennu,IN,ml,Mindapennu,Mindapennu,1970.0,,nm0786042,nm0882018
tt0257940,Sabash Ramu,IN,ta,Muddula Priyudu,Muddula Priyudu,1994.0,"Action,Crime,Drama","nm1337214,nm0706484,nm2616520",nm0766463
tt0257940,Ini Oru Pranayakadha,IN,ml,Muddula Priyudu,Muddula Priyudu,1994.0,"Action,Crime,Drama","nm1337214,nm0706484,nm2616520",nm0766463
tt0258063,Puthen Veedu,IN,ml,Puthanveedu,Puthanveedu,1971.0,,nm0837794,nm10434441
tt0258077,Rektha Pushpam,IN,ml,Rakta Pushpam,Rakta Pushpam,1970.0,,nm0765881,nm2129914
tt0258236,Thaara,IN,ml,Tara,Tara,1970.0,,nm0619759,"nm0755421,nm2188260"
tt0258319,Yanai Valartha Vanampadi Magan,IN,ta,Aana Valarthiya Vanampadiyude Makan,Aana Valarthiya Vanampadiyude Makan,1971.0,,nm0836998,"nm0476092,nm0619779,nm12609849"
tt0258770,Lora Neeyevide,IN,ml,Lora Nee Evide,Lora Nee Evide,1971.0,,nm0706494,nm9779921
tt0258863,Oru Tharam Randu Tharam Moonu Tharam,IN,ml,Orutharam Randutharam Moonnutharam,Orutharam Randutharam Moonnutharam,1991.0,,nm0705560,nm11729800
tt0258873,Paarijaatha Pushpaha Ragam,IN,ta,Parijata Pushpaharanam,Parijata Pushpaharanam,1932.0,,nm0654920,
tt0259635,Thangaikkor Geetham,IN,ta,Thangaikor Geetham,Thangaikor Geetham,1983.0,,nm0707388,
tt0259714,Vasantha Azhaippugal,IN,ta,Vasantha Azhaippukkal,Vasantha Azhaippukkal,1980.0,,nm0707388,
tt0260692,Amarashilpi Jakanachari,IN,kn,Amarshilpi Jakanna,Amarshilpi Jakanna,1964.0,,nm0044609,
tt0261168,Nishchaya Thambulam,IN,ta,Pelli Thambulam,Pelli Thambulam,1961.0,,nm0044609,
tt0261566,Bhooloka Rambai,IN,ta,Bhuloka Rambha,Bhuloka Rambha,1940.0,,nm0710530,
tt0261660,Thirudargal Jagrathi,IN,ta,Dongalunnaru Jagratha,Dongalunnaru Jagratha,2017.0,,nm0080403,
tt0261676,Egambavanan,IN,ta,Ekambavanan,Ekambavanan,1947.0,,nm0710530,
tt0261967,Sathi Murali,IN,ta,Sati Murali,Sati Murali,1940.0,,"nm0619630,nm0710530",
tt0261989,Sabash Ramu,IN,ta,Sabhash Ramudu,Sabhash Ramudu,1959.0,Drama,nm0006768,"nm0006768,nm0892850"
tt0266501,Yeetta,IN,ml,Eeta,Eeta,1978.0,"Action,Drama,Romance",nm0765873,"nm2166427,nm0792281"
tt0267020,Thampuratti,IN,ml,Thamburatti,Thamburatti,1978.0,Drama,nm0619764,nm0080270
tt0267080,Vadagaikku Oru Hridayam,IN,ml,Vadakakkoru Hridhyam,Vadakakkoru Hridhyam,1979.0,Drama,nm0765873,nm0655802
tt0267361,Chambal Kaadu,IN,ml,Champalakadu,Champalakadu,1982.0,,nm0707363,nm11388547
tt0267827,Pinninvalu,IN,ml,Pin Nilavu,Pin Nilavu,1983.0,"Comedy,Drama",nm0899794,"nm0080270,nm0705558"
tt0268115,Anappachan,IN,ml,Aana Paachan,Aana Paachan,1978.0,,nm0898565,nm2188260
tt0268118,Uruvadum Nenjam,IN,ta,Uravaadum Nenjam,Uravaadum Nenjam,1976.0,,"nm7128983,nm0595896",
tt0268118,Aaru Manikkoor,IN,ml,Uravaadum Nenjam,Uravaadum Nenjam,1976.0,,"nm7128983,nm0595896",
tt0268669,Sundari Marudde Swapnangal,IN,ml,Sundharimarude Swapnangal,Sundharimarude Swapnangal,1978.0,,nm0788158,"nm1550223,nm0542348"
tt0268881,Aa Raathri,IN,ml,Aa Rathri,Aa Rathri,1983.0,"Drama,Thriller",nm0430782,"nm1509215,nm1860697"
tt0269196,Ente Kanakuyil,IN,ml,Ente Kanakkuyil,Ente Kanakkuyil,1985.0,"Drama,Romance",nm0765881,nm0755421
tt0269515,Mani Thaali,IN,ml,Manithali,Manithali,1984.0,,nm0619759,nm0655785
tt0269724,Prathijna,IN,ml,Prathigna,Prathigna,1983.0,"Action,Crime,Drama",nm0654924,"nm1509215,nm1253599"
tt0270378,Gandharvam,IN,ml,Gaandharvam,Gaandharvam,1978.0,,nm0693205,nm11292553
tt0270447,Nagarahole,IN,kn,Nagarahole,Nagarahole,1977.0,"Drama,Family","nm0045083,nm1119681","nm1119681,nm10982838"
tt0271345,Avanazhi,IN,ml,Aavanazhi,Aavanazhi,1986.0,"Action,Crime,Thriller",nm0765873,nm0845785
tt0271585,Karimbin Poovinakkare,IN,ml,Karimpin Poovinakkare,Karimpin Poovinakkare,1985.0,"Action,Crime,Drama",nm0765873,nm0655802
tt0271592,Katha Ithuvare,IN,ml,Katha Ithuvare,Katha Ithuvare,1985.0,"Drama,Romance",nm0430782,"nm1509215,nm1818220"
tt0271651,Muhurtham 11:30 A.M.,IN,ml,Muhurtham Pathnonnu Muppathinu,Muhurtham Pathnonnu Muppathinu,1985.0,Drama,nm0430782,nm1509215
tt0271675,Ayarthi Thollayirathi Irupathonnu,IN,ml,Nineteen Twenty One,Nineteen Twenty One,1988.0,"Action,Drama,War",nm0765873,nm0845785
tt0271857,Vaalsalyam,IN,ml,Vatsalyam,Vatsalyam,1993.0,Drama,nm0359880,nm0517839
tt0271970,Anweshanam,IN,ml,Anveshanam,Anveshanam,1972.0,,nm0765881,nm0755421
tt0272155,Kaithappoo,IN,ml,Kaidhappu,Kaidhappu,1978.0,,nm0716591,nm10442291
tt0272284,Shakti,IN,ml,Sakthi,Sakthi,1972.0,,nm0542339,nm3259882
tt0272304,Shri Guruvayoorappan,IN,ml,Sree Guruvayoorappan,Sree Guruvayoorappan,1972.0,,nm0836998,nm0476092
tt0272318,Thacholi Ambu,IN,ml,Thacholy Ambu,Thacholy Ambu,1978.0,"Action,Drama",nm0032175,nm1588355
