tconst,title,region,language,primaryTitle,originalTitle,startYear,genres,directors,writers
tt3376104,Shri Kanchi Kamakshi,IN,ta,Kanchi Kamakshi,Kanchi Kamakshi,1978.0,,nm0329716,
tt3421036,Thirumanam Enum Nikkah,IN,ta,Thirumannam Ennum Nikkah,Thirumannam Ennum Nikkah,2014.0,Romance,nm6171292,
tt3424884,Jeevanadi,IN,ta,Jeevanaadi,Jeevanaadi,1970.0,,nm1253365,nm0329716
tt34264340,Kaathalin Kaathali,IN,ta,A lover of love,A lover of love,2023.0,"Crime,Mystery,Romance",nm16647282,nm16647282
tt34325717,Pillaiyar Suzhi,IN,ta,Origins of LCU: Chapter Zero - Pillaiyaar Suzhi,Origins of LCU: Chapter Zero - Pillaiyaar Suzhi,2026.0,"Action,Crime,Short",nm7992231,nm7992231
tt3437594,Kadhal Jothi,IN,ta,Kaadhal Jyothi,Kaadhal Jyothi,1970.0,,nm5391784,nm13283448
tt34464177,BTS,IN,kn,BTS: Behind the Scenes,BTS: Behind the Scenes,2024.0,,"nm16701167,nm16701171,nm16701168,nm16701166,nm16701170","nm8780015,nm16701171,nm16813048,nm16701166,nm16701170"
tt35019998,Parasakthi,IN,ta,Parasakthi,Parasakthi,2026.0,"Action,Drama,History",nm1464314,"nm6314922,nm18213844,nm4157919,nm9681003,nm1464314,nm5194438,nm7959030"
tt3502488,Oru Indian Pranayakadha,IN,ml,Oru Indian Pranayakatha,Oru Indian Pranayakatha,2013.0,"Drama,Romance",nm0030791,nm1436180
tt35099420,Nellikkampoyil Night Riders,IN,ml,Nellikkampoyil Night Riders,Nellikkampoyil Night Riders,2025.0,"Comedy,Drama,Horror",nm7881477,"nm14411206,nm14411205"
tt3529050,Perariyathavar,IN,ml,Names Unknown,Perariyathavar,2014.0,Drama,nm3373269,nm3373269
tt3557988,Bhooloham,IN,ta,Boologam,Boologam,2015.0,Action,nm6314940,"nm9967768,nm6314940"
tt35612874,Ammange Haelbeda,IN,kn,Don't Tell Mother,Don't Tell Mother,2025.0,"Drama,Family",nm4109905,nm4109905
tt3566718,Valeba Raja,IN,ta,Vaaliba Raja,Vaaliba Raja,2016.0,Comedy,nm6324330,"nm6324331,nm6324330"
tt3646264,Jagajala Pujabala Thenaliraman,IN,ta,Tenaliraman,Tenaliraman,2014.0,"Comedy,History",nm6405547,nm6405547
tt3675896,Asthamayam Vare,IN,ml,Unto the Dusk,Unto the Dusk,2015.0,Drama,nm6436754,"nm6436754,nm6436753"
tt3681442,Mundasupatti,IN,ta,Mundasupatti,Mundaasupatti,2014.0,"Comedy,Drama,Romance",nm6442107,nm6442107
tt36926733,Thalaivar Thambi Thalaimaiyil,IN,ta,TTT: Thalaivar Thambi Thalaimaiyil,TTT: Thalaivar Thambi Thalaimaiyil,2026.0,"Action,Comedy,Drama",nm11188175,"nm14708244,nm11239604,nm11188175,nm12976189"
tt37028380,Krantiyogi Basavanna,IN,kn,Kranthiyogi Basavanna,Kranthiyogi Basavanna,1983.0,Biography,nm0712430,nm17339329
tt37174484,Iyakkunan,IN,ta,A Director's Cut,A Director's Cut,2017.0,"Comedy,Drama,Fantasy",nm13801105,nm13801105
tt3725026,Muni 3: Kanchana 2,IN,ta,Kanchana 2,Kanchana 2,2015.0,"Comedy,Horror",nm0706485,"nm0706485,nm5253704"
tt3736988,Chora Chittha Chora,IN,kn,Chora Chittha Chora,Chora Chittha Chora,1999.0,"Drama,Romance",nm3764449,nm0706484
tt37458144,Arasan,IN,ta,Arasan,Arasan,2026.0,"Action,Crime,Drama",nm4274575,nm4274575
tt37517566,Eltu Mutta,IN,kn,Eltuu Muthaa,Eltuu Muthaa,2025.0,"Drama,Thriller",nm17459241,"nm17459235,nm17459231"
tt37737315,29,IN,ta,29,29,2026.0,"Comedy,Drama,Romance",nm7188712,nm7188712
tt3784522,Kuliseen,IN,ml,Kuliscene,Kuliscene,2013.0,"Comedy,Short",nm6550877,nm6550880
tt38133570,Mūṭalmaññile Mukham,IN,ml,Face in the Fog,Face in the Fog,2025.0,Short,nm2244753,nm2244753
tt3822410,Sandamarudham,IN,ta,Sandamarutham,Sandamarutham,2015.0,"Action,Thriller",nm4062141,"nm6587428,nm0764877"
tt38355154,Khidki Gaav,IN,ml,If on a Winter's Night,If on a Winter's Night,2025.0,"Drama,Romance",nm6366397,nm17697131
tt3885724,Meaghamann,IN,ta,Meagamann,Meagamann,2014.0,"Action,Drama",nm5099464,
tt3911870,Sindooram,IN,ml,Kumkum Bhagya,Kumkum Bhagya,2014.0,"Comedy,Drama,Romance","nm15022986,nm3288727,nm6119929,nm4541258,nm17987648,nm1206356,nm1826179,nm15195575,nm7599111,nm10377741,nm3294401,nm12753286,nm10578566,nm10346924,nm0839632","nm0438471,nm3813965,nm1941818,nm8827833,nm8245357,nm13791956,nm14030402,nm2193141"
tt3911870,Iniya iru Malargal,IN,ta,Kumkum Bhagya,Kumkum Bhagya,2014.0,"Comedy,Drama,Romance","nm15022986,nm3288727,nm6119929,nm4541258,nm17987648,nm1206356,nm1826179,nm15195575,nm7599111,nm10377741,nm3294401,nm12753286,nm10578566,nm10346924,nm0839632","nm0438471,nm3813965,nm1941818,nm8827833,nm8245357,nm13791956,nm14030402,nm2193141"
tt39383516,Sikkalana Kudumbathin Uruppinargal,IN,ta,Members of the Problematic Family,Members of the Problematic Family,2026.0,"Drama,Family",nm18179381,nm18179381
tt3973410,Kaaka Muttai,IN,ta,The Crow's Egg,Kaaka Muttai,2014.0,"Comedy,Drama",nm4359637,"nm8263638,nm4359637"
tt3982482,Tamizhuku En Ondrai Azhuthavum,IN,ta,Press 1 for Tamil,Tamiluku En Ondrai Aluthavum,2015.0,"Comedy,Sci-Fi,Thriller",nm6725347,nm6725347
tt39883393,KKK,IN,ml,Karthavu Kriya Karmam,Karthavu Kriya Karmam,2024.0,Thriller,nm18217777,nm18217777
tt4047104,Naalo Okadu,IN,ta,Enakkul Oruvan,Enakkul Oruvan,2015.0,Thriller,nm6780137,"nm5237694,nm16793218"
tt4226230,Kaadhalargal,IN,ta,Lovers,Lovers,2014.0,Romance,nm9913062,nm5039798
tt4228378,Shhh!,IN,kn,Shhh!,Shhh!,1993.0,"Horror,Mystery,Thriller",nm1962192,nm1962192
tt4271820,O Kadhal Kanmani,IN,ta,OK Kanmani,O Kadhal Kanmani,2015.0,"Drama,Musical,Romance",nm0711745,nm0711745
tt4306300,Mr. and Mrs. Ramachari,IN,kn,Mr. And Mrs. Ramchari,Mr. And Mrs. Ramchari,2014.0,"Drama,Romance",nm7012390,nm7012390
tt4315542,Thunechal,IN,ta,Thunichal,Thunichal,2010.0,Action,nm1233327,"nm1233327,nm7850253"
tt4316062,Azhagana Ponnuthan,IN,ta,Azhagaana Ponnuthan,Azhagaana Ponnuthan,2010.0,Romance,nm3595665,
tt4322022,Eesan,IN,ta,Easan,Easan,2010.0,Drama,nm4241449,
tt4324048,Siddu +2,IN,ta,Siddhu +2,Siddhu +2,2010.0,Romance,nm0080180,
tt4328798,Massu Engira Maasilamani,IN,ta,Masss,Massu Engira Masilamani,2015.0,"Action,Comedy,Drama",nm1862815,"nm9130528,nm4157919,nm1862815"
tt4354600,Kanyaka,IN,ml,Virgin,Virgin,2015.0,"Drama,Family,Short",nm7051158,nm7051158
tt4432480,Rangi Taranga,IN,kn,RangiTaranga,RangiTaranga,2015.0,"Mystery,Thriller",nm4093647,"nm4093647,nm5253704"
tt4435282,Yagavarayinum Naa Kaakka,IN,ta,Yagavarayinum Naa Kakka,Yagavarayinum Naa Kakka,2015.0,Thriller,nm7113889,"nm7424090,nm7113889"
tt4439194,Uyire Uyire,IN,ta,Uyire.. Uyire..,Uyire.. Uyire..,2016.0,"Drama,Romance",nm7115926,nm1653460
tt4440182,Rhaate,IN,kn,Rhaatee,Rhaatee,2015.0,"Romance,Thriller",nm5736440,nm5736440
tt4445948,Urumeen,IN,ta,Urumeen,Urumeen,2015.0,"Action,Fantasy,Thriller",nm7120980,nm7120980
tt4491436,Vaimaye Vellum,IN,ta,Junglee,Junglee,1997.0,Action,nm0890864,
tt4507090,Ennai Thalatta Varuvala,IN,ta,Ennai Thalatta Varuvala,Ennai Thalatta Varuvala,2003.0,"Action,Romance",nm9928872,"nm9928872,nm9481485"
tt4526630,Jambulingam 3D,IN,ta,Jumbulingam,Jumbulingam,2016.0,"Adventure,Comedy,Drama","nm4223986,nm1908575","nm1908575,nm4223986"
tt4574334,Stranger Things,IN,ml,Stranger Things,Stranger Things,2016.0,"Drama,Fantasy,Horror","nm1819972,nm1819973,nm0506613,nm0004056,nm0003802,nm0030735,nm0001104,nm3275942","nm1819972,nm1819973,nm2099451,nm4418668,nm6863995,nm3548213,nm2899027,nm1383735,nm1618266,nm0851266,nm2782297"
tt4594194,Rand Penkuttikal,IN,ml,2 Penkuttikal,2 Penkuttikal,2016.0,Drama,nm7253286,nm7253286
tt4597454,Rana Vikrama,IN,kn,Rana Vikrama,Rana Vikrama,2015.0,Thriller,nm5824384,nm5824384
tt4670590,Valiya Chirakulla Pakshikal,IN,ml,Birds with Large Wings,Birds with Large Wings,2015.0,Drama,nm3373269,nm3373269
tt4738892,Samrajyam 2: Son Of Alexander,IN,ml,Samrajyam II: Son of Alexander,Samrajyam II: Son of Alexander,2015.0,"Action,Crime,Thriller",nm1896833,nm1896833
tt4760108,Nirnayakam,IN,ml,Nirnnayakam,Nirnnayakam,2015.0,"Drama,Family",nm1335378,"nm1547713,nm1332681"
tt4762826,Inimey Ippadithan,IN,ta,Innimey Ippadithaan,Innimey Ippadithaan,2015.0,"Comedy,Romance",nm7383220,nm7383220
tt4833824,Uppittu,IN,kn,Uppi 2,Uppi 2,2015.0,"Action,Mystery,Thriller",nm1962192,nm1962192
tt4859266,Acha Din,IN,ml,Acha Dhin,Acha Dhin,2015.0,Drama,nm3265321,nm5583939
tt4901338,Sakalakalavallavan Appatakkar,IN,ta,Sakalakala Vallavan,Sakalakala Vallavan,2015.0,Comedy,nm4410767,"nm9967768,nm4410767"
tt4922694,VSOP,IN,ta,Vasuvum Saravananum Onna Padichavanga,Vasuvum Saravananum Onna Padichavanga,2015.0,Comedy,nm3578957,"nm12888627,nm3578957"
tt4930814,Iratta Kuzhal,IN,ml,Double Barrel,Double Barrel,2015.0,"Action,Comedy,Thriller",nm3859342,nm3859342
tt4937812,Thoonga Vanam,IN,ta,Thoongaa Vanam,Thoongaavanam,2015.0,"Action,Crime,Thriller",nm4301161,"nm0352032,nm0418621,nm2493024,nm9731661"
tt4946252,Darshan,IN,kn,Darshan,Darshan,2004.0,Action,nm11557328,nm11557328
tt4959148,Dhum,IN,ta,Dhum,Dhum,2003.0,Action,nm4062141,"nm0700872,nm1491935"
tt4959326,Inji Iduppazhagi,IN,ta,Size Zero,Size Zero,2015.0,"Comedy,Romance",nm1668634,"nm2837117,nm13788051,nm8111951"
tt4960754,Kadhal Sadugudu,IN,ta,Kadhal Sadugudu,Kadhal Sadugudu,2003.0,"Action,Drama,Romance",nm1922191,"nm0049400,nm1922191"
tt4961334,Canadian Tharavu,IN,ml,Two Countries,Two Countries,2015.0,"Comedy,Drama",nm1167591,"nm3980941,nm1459905"
tt4966286,Narasimma,IN,ta,Narasimha,Narasimha,2001.0,Action,nm0841555,
tt4968758,Baava Baamaida,IN,kn,Baava Baamaida,Baava Baamaida,2001.0,"Comedy,Drama,Romance",nm12380661,"nm12501443,nm11430828,nm12380661"
tt4981012,Valla Desam,IN,ta,Valladesam,Valladesam,2017.0,Action,nm4491758,nm4491758
tt4983780,Maanaadu,IN,ta,Maanaadu,Maanaadu,2021.0,"Action,Adventure,Sci-Fi",nm1862815,"nm1862815,nm5965104,nm13164073,nm13543587"
tt5068280,Paavaada,IN,ml,Paavada,Paavada,2016.0,"Comedy,Drama",nm3265321,"nm3350549,nm7624737"
tt5094932,Nolan Samanpaadu,IN,ta,Kikori,Kikori,2016.0,"Crime,Drama,Mystery",nm7638743,nm7638743
tt5124096,Thagamagan,IN,ta,Thanga Magan,Thanga Magan,2015.0,"Drama,Romance",nm1399485,nm1399485
tt5191436,Maravan,IN,ta,Maravaan,The Bravery,2015.0,"Crime,Drama,Family",nm7721162,nm7721162
tt5202322,Rajamma at Yahoo,IN,ml,Rajamma @ Yahoo,Rajamma @ Yahoo,2015.0,"Comedy,Drama",nm7057557,nm1575936
tt5214394,Su Su Sudhi Valmeekam,IN,ml,Su Su Sudhi Vathmeekam,Su Su Sudhi Vathmeekam,2015.0,Drama,nm3452383,"nm7742006,nm7742007,nm11245454,nm3452383"
tt5228918,Shavam,IN,ml,Shavam: The Corpse,Shavam,2015.0,Drama,nm6637476,nm6637476
tt5254636,Kanavu Variyam,IN,ta,Dream Factory,Kanavu Variyam,2017.0,"Drama,Family",nm7775712,nm7775712
tt5271432,Adi Kapyare Koottamani,IN,ml,Adi Kapyare Kootamani,Adi Kapyare Kootamani,2015.0,"Comedy,Horror",nm7792149,"nm7792150,nm7792149"
tt5285050,Haiku,IN,ta,Pasanga 2,Pasanga 2,2015.0,Drama,nm4242010,nm4242010
tt5310090,Irudhi Suttru,IN,ta,Irudhi Suttru,Irudhi Suttru,2016.0,"Drama,Sport",nm1464314,"nm1464314,nm0534856,nm8260883,nm18380118,nm3555217,nm8245357,nm1242454"
tt5320522,Njan D P Pallikkal,IN,ml,Monsoon Mangoes,Monsoon Mangoes,2016.0,Comedy,nm3066240,"nm7845805,nm3937802,nm3066240"
tt5323298,Naga Kanyaka,IN,ml,Naagin,Naagin,2015.0,"Drama,Fantasy,Mystery","nm5602419,nm7561583,nm12305279,nm15552917,nm15022986,nm7835387,nm1618188,nm10948527,nm7867157,nm6119929","nm13182952,nm14566345,nm9494677,nm4379163,nm4888420,nm6184357,nm6311481,nm17640349,nm0438471,nm7909978"
tt5323298,Naagini,IN,ta,Naagin,Naagin,2015.0,"Drama,Fantasy,Mystery","nm5602419,nm7561583,nm12305279,nm15552917,nm15022986,nm7835387,nm1618188,nm10948527,nm7867157,nm6119929","nm13182952,nm14566345,nm9494677,nm4379163,nm4888420,nm6184357,nm6311481,nm17640349,nm0438471,nm7909978"
tt5323568,Solomonte Koodaram,IN,ml,Puthiya Niyamam,Puthiya Niyamam,2016.0,"Mystery,Thriller",nm1465835,nm1465835
tt5323640,S3,IN,ta,Singam 3,Singam 3,2017.0,"Action,Crime,Drama","nm1419055,nm14008738",nm1419055
tt5328262,Darwinte Parinamam,IN,ml,Darvinte Parinamam,Darvinte Parinamam,2016.0,"Action,Comedy,Drama",nm6363740,"nm6363740,nm7839227"
tt5329278,Kaattumaakkan,IN,ml,Kattumakkan,Kattumakkan,2016.0,Thriller,nm7826918,nm7826918
tt5330424,Akkaldamayile Pennu,IN,ml,Akkaldhamayile Pennu,Akkaldhamayile Pennu,2015.0,Drama,nm7841382,nm7841383
tt5335724,Rajanunayan,IN,ml,King Liar,King Liar,2016.0,Comedy,"nm0482309,nm5749041","nm3350549,nm0482309,nm0796504"
tt5337722,Mudhugavu,IN,ml,Mudhugauv,Mudhugauv,2016.0,Drama,nm7848049,nm7848049
tt5346970,Kathantharam,IN,ml,Kadhantharam,Kadhantharam,2016.0,Drama,nm2581229,nm7855958
tt5349672,Manja Chuvappu Karuppu,IN,ml,Ma Chu Ka,Ma Chu Ka,2017.0,"Crime,Mystery,Thriller",nm7858107,nm7858107
tt5356300,James & Alice,IN,ml,James and Alice,James and Alice,2016.0,"Drama,Family",nm4140478,"nm2101095,nm4140478"
tt5370488,Vaathe Poothe,IN,ml,Valliyum Thetti Pulliyum Thetti,Valliyum Thetti Pulliyum Thetti,2016.0,"Action,Comedy,Thriller",nm7876431,"nm8054595,nm8054596,nm7876431"
tt5397202,Chirru,IN,kn,Chiru,Chiru,2010.0,"Comedy,Drama",nm4841923,nm4841923
tt5435750,Sughamayirikkatte,IN,ml,Sukhamayirikkatte,Sukhamayirikkatte,2016.0,Drama,nm7901694,"nm7901694,nm1012016"
tt5448766,Idhu Thaanda Police,IN,ml,Ithu Thaanda Police,Ithu Thaanda Police,2016.0,Comedy,nm7911062,"nm7911062,nm1066396"
tt5458088,Kammatipaadam,IN,ml,Kammatti Paadam,Kammatti Paadam,2016.0,"Action,Crime,Drama",nm1056059,"nm1411869,nm1548005,nm8870020,nm5481625"
tt5458364,Oru Murai Vanthu Parthaya,IN,ml,Oru Murai Vanthu Paarthaya,Oru Murai Vanthu Paarthaya,2016.0,"Comedy,Horror,Romance",nm7917674,nm8391989
tt5458420,Kinterum Joyeem,IN,ml,Popcorn,Popcorn,2016.0,"Adventure,Comedy",nm3223170,nm3896612
tt5458448,Oru Muthassi Katha,IN,ml,Oru Muthassi Gadha,Oru Muthassi Gadha,2016.0,"Comedy,Drama,Family",nm6272974,nm6272974
tt5477250,Bale Jodi,IN,kn,Bhale Jodi,Bhale Jodi,2016.0,"Comedy,Drama",nm2794335,"nm3078462,nm10238015"
tt5525650,Aadujeevitham,IN,ml,The Goat Life,The Goat Life,2024.0,"Adventure,Drama",nm1720336,"nm7976141,nm1720336"
tt5537372,Appuram Bengal Eppuram Thiruvithamkoor,IN,ml,Appuram Bengal Ippuram Thiruvithamkoor,Appuram Bengal Ippuram Thiruvithamkoor,2016.0,Comedy,nm7987074,"nm7987076,nm7987075"
tt5537746,Simple Aag Innond Love Story,IN,kn,Simpallag Innondh Love Story,Simpallag Innondh Love Story,2016.0,"Comedy,Romance",nm5756213,"nm7987636,nm6633574,nm5756213"
tt5537772,Chiravaada Nenapu,IN,kn,Chiravada Nenapu,Chiravada Nenapu,2016.0,Drama,nm7987693,"nm7987693,nm7987699,nm1637284,nm7987698"
tt5548032,Oppam,IN,ml,Oppam,Oppam,2016.0,"Action,Thriller",nm0698184,"nm0698184,nm7998473"
tt5597452,Edavappathi,IN,ml,Idavappathi,Idavappathi,2016.0,"Drama,Romance",nm0707395,nm0707395
tt5598764,Kattappanayile Hrithik Roshan,IN,ml,Kattappanayile Rithwik Roshan,Kattappanayile Rithwik Roshan,2016.0,"Comedy,Drama,Romance",nm1459601,"nm7628634,nm6411762"
tt5606132,Idi,IN,ml,IDI: Inspector Dawood Ibrahim,IDI: Inspector Dawood Ibrahim,2016.0,"Action,Comedy,Thriller",nm6325282,"nm8244778,nm6325282"
tt5611416,Pappenekkurichum Varkkeyekkurichum,IN,ml,Pa.Va,Pa.Va,2016.0,"Comedy,Fantasy",nm8051693,nm8051694
tt5624040,Yathra Chodhikkathe,IN,ml,Yathra Chodikkathe,Yathra Chodikkathe,2016.0,Drama,nm2750788,nm5001904
tt5632302,Karimkunnam 6's,IN,ml,Karingunnam 6's,Karingunnam 6's,2016.0,"Drama,Sport",nm3254695,nm5684430
tt5650272,Galate,IN,kn,Galaate,Galaate,2013.0,"Comedy,Romance",nm3909608,"nm3367804,nm3909608,nm5664987"
tt5697728,Pranayavarnangal,IN,ml,Kuch Rang Pyar Ke Aise Bhi,Kuch Rang Pyar Ke Aise Bhi,2016.0,"Drama,Romance","nm4698980,nm7870411,nm7477059,nm14992315,nm16132363,nm1756732,nm10630368","nm9925322,nm1939626,nm8457565,nm3204856,nm7477076,nm4246495,nm4250085,nm5054027,nm11870753,nm1394917,nm8990049"
tt5697728,Ini Ellam Vasanthame,IN,ta,Kuch Rang Pyar Ke Aise Bhi,Kuch Rang Pyar Ke Aise Bhi,2016.0,"Drama,Romance","nm4698980,nm7870411,nm7477059,nm14992315,nm16132363,nm1756732,nm10630368","nm9925322,nm1939626,nm8457565,nm3204856,nm7477076,nm4246495,nm4250085,nm5054027,nm11870753,nm1394917,nm8990049"
tt5756242,Marudhu,IN,ta,Marudhu,Marudhu,2016.0,Drama,nm5709298,nm8156866
tt5760590,Karvva,IN,kn,Karva,Karva,2016.0,"Horror,Thriller",nm8174444,nm8174444
tt5780034,Tiyan,IN,ml,Tiyaan,Tiyaan,2017.0,"Action,Drama,Thriller",nm8192059,nm1729382
tt5782022,Kutra Kannkaanippu,IN,ta,Crimewatch,Crimewatch,1986.0,"Crime,Documentary","nm4176621,nm17748999,nm4854940,nm11727622,nm0156487,nm0510582,nm17748986,nm2213042,nm2583469,nm17751426,nm17750589,nm17754117,nm17750603,nm3860619,nm17756144,nm15558602,nm6180431,nm6406981,nm14125810,nm17754105,nm17751425,nm17754120,nm15157084,nm17756148,nm17756162,nm17759980,nm16322901,nm17759981,nm17759971,nm2537749,nm1137969,nm16350969,nm1138680,nm2015471,nm1500888,nm8075870,nm2291724,nm8075872,nm3541144","nm12835249,nm1500888,nm2376359,nm17765266,nm8075873,nm1455073,nm6601008,nm6180430,nm8075872,nm2518527,nm8171642,nm6180431,nm8097677,nm15556383,nm17749002,nm2163473,nm17763616,nm2291724,nm8193660,nm8092949,nm3421726,nm5209643,nm3951727"
tt5784470,Angane Thanne Nethave Anchettennam Pinnale,IN,ml,Angane Thanne Nethave Anjettennam Pinnale,Angane Thanne Nethave Anjettennam Pinnale,2016.0,Comedy,nm8195941,nm8195941
tt5821100,Koppaiyile Kodumkattu,IN,ml,Koppayile Kodumkattu,Koppayile Kodumkattu,2016.0,Drama,nm8229405,nm6845867
tt5821424,Thoppil Joppen,IN,ml,Thoppil Joppan,Thoppil Joppan,2016.0,"Comedy,Drama",nm1434372,nm5063516
tt5833252,Muthina Kathirikai,IN,ta,Muthina Kathirika,Muthina Kathirika,2016.0,"Comedy,Drama",nm7017265,nm7017265
tt5838806,Annmariya Kalippilanu,IN,ml,Annmariya Kalippilanu,Ann Mariya Kalippilanu,2016.0,"Comedy,Drama",nm6576552,"nm8246243,nm6576552"
tt5849126,Raja Mandhiri,IN,ta,Raja Manthiri,Raja Manthiri,2016.0,"Comedy,Drama",nm8256852,
tt5879448,Aneezya,IN,ml,Aneesya,Aneesya,2016.0,Drama,nm8284618,nm2324257
tt5900118,Kismat,IN,ml,Kismath,Kismath,2016.0,"Drama,Musical,Romance",nm8303792,nm8303792
tt5906392,Thondimuthalum Driksaakshiyum,IN,ml,Thondi Muthalum Driksakshiyum,Thondimuthalum Dhriksakshiyum,2017.0,"Crime,Drama,Thriller",nm4584004,"nm8263949,nm4544331"
tt5908806,Swarnakkaduva,IN,ml,Swarna Kaduva,Swarna Kaduva,2016.0,Comedy,nm0859074,nm1018206
tt5912828,Thoongaa Vizhigal,IN,ta,Thoongaa Vizhigal,Thoongaa Vizhigal,2017.0,"Short,Thriller",nm8315495,nm8315495
tt5933664,Samarpanam,IN,ml,Samarpanam,Samarpanam,2017.0,"Crime,Drama,Mystery",nm5422151,"nm5422151,nm8334468"
tt5958304,Wagah,IN,ta,Wagah,Wagah,2016.0,Action,nm5936406,nm5936406
tt5959700,Thodari,IN,ta,Thodari,Thodari,2016.0,"Action,Adventure,Comedy",nm3454743,nm3454743
tt5969628,Avarude Ravukal,IN,ml,Avarude Raavukal,Avarude Raavukal,2017.0,"Comedy,Drama",nm6293291,nm6293291
tt5983404,Dhooram,IN,ml,Dooram,Dooram,2016.0,"Comedy,Romance",nm8375396,"nm8375398,nm8375397"
tt5998104,Anandam,IN,ml,Aanandam,Aanandam,2016.0,"Adventure,Comedy,Drama",nm4395136,nm4395136
tt6006558,Avalkkoppam,IN,ml,With Her,With Her,2016.0,Drama,nm6509373,nm6509373
tt6091462,Padaiveeran,IN,ta,Padai Veeran,Padai Veeran,2018.0,Drama,nm8464632,nm8464632
tt6114940,Devi,IN,ta,Devi,Devi,2016.0,"Comedy,Horror",nm1777967,nm0007477
tt6128124,Solli Vidava,IN,ta,Prema Baraha,Prema Baraha,2018.0,Romance,nm0035018,nm0035018
tt6131328,Aangila Padam,IN,ta,English Padam,English Padam,2017.0,"Comedy,Crime",nm8495161,nm8495161
tt6146894,Enga Amma Rani,IN,ta,Enga Amma Rani,Enga Amma Rani,2017.0,Action,nm8508935,
tt6168002,Sakhav,IN,ml,Sakhavu,Sakhavu,2017.0,"Comedy,Drama",nm4273228,nm4273228
tt6200656,Kammarasambavam,IN,ml,Kammara Sambhavam,Kammara Sambhavam,2018.0,"Action,Comedy,Drama",nm6173392,nm1729382
tt6208374,Paipin Chuvattile Pranayam,IN,ml,Paippin Chuvattile Pranayam,Paippin Chuvattile Pranayam,2017.0,"Comedy,Drama,Romance",nm8553543,"nm8553543,nm8553544"
tt6223568,Pallikkudam,IN,ml,Pallikkoodam,Pallikkoodam,2016.0,Drama,nm8565450,nm8565450
tt6231840,Ayaal Sassi,IN,ml,Ayaal Sassi,Ayaal Sassi,2017.0,"Comedy,Drama",nm6436754,nm6436754
tt6237966,Thaana Serndha Kootam,IN,ta,Thaanaa Serndha Koottam,Thaanaa Serndha Koottam,2018.0,"Action,Comedy,Crime",nm4174626,"nm3109770,nm4174626"
tt6239586,Alamarah,IN,ml,Alamaara,Alamaara,2017.0,"Comedy,Family",nm6576552,"nm5558152,nm14192747,nm8246243"
tt6258812,Parijatham,IN,ta,Parijatam,Parijatam,1950.0,Fantasy,nm0329716,
tt6260318,Pathu Kalpanakal,IN,ml,10 Kalpanakal,10 Kalpanakal,2016.0,"Crime,Mystery,Thriller",nm2446859,"nm8593237,nm8593236,nm2446859,nm8593239,nm8593238"
tt6262700,Mela Thaalam,IN,ta,Adida Melam,Adida Melam,2016.0,"Comedy,Romance",nm8595262,
tt6262728,Karai Oram,IN,ta,Alone,Alone,2015.0,Action,nm8595266,
tt6264404,Deepavali Thuppakki,IN,ta,Kadalai,Kadalai,2016.0,Comedy,nm8597143,
tt6277824,Poomaram,IN,ml,Poomaram,Poomaram,2018.0,Drama,nm6261619,nm6261619
tt6280858,Kolaiyuthir Kaalam,IN,ta,Kolaiyuthir Kaalam,Kolaiyuthir Kaalam,2019.0,"Drama,Thriller",nm3442103,"nm7723547,nm0383142,nm8627603,nm12639377,nm3442103"
tt6331518,IKKILI,IN,ml,The Pervert's Puzzle,The Pervert's Puzzle,2016.0,"Short,Thriller",nm3627048,nm3627048
tt6346952,Vimanam,IN,ml,Vimaanam,Vimaanam,2017.0,Drama,nm8654275,nm8654275
tt6399878,Paathi,IN,ml,Paathi: the Half,Paathi: the Half,2017.0,"Drama,Horror",nm8692488,nm9925241
tt6405308,Kambhoji,IN,ml,Kambhoji,Kambhoji,2017.0,Drama,nm4341316,nm4341316
tt6449478,Indiralohathil Na Azhagappan,IN,ta,Indiralogathil Na Azhagappan,Indiralogathil Na Azhagappan,2008.0,Comedy,nm4446366,nm4446366
tt6492958,Yenda Nerathilum,IN,ta,Yendha Nerathilum,Yendha Nerathilum,2017.0,Horror,nm8753219,nm8753219
tt6502580,Chunkz,IN,ml,Chunkzz,Chunkzz,2017.0,Comedy,nm7978876,"nm8668771,nm7978876,nm8760107,nm8373359"
tt6517874,Ramante Edanthottam,IN,ml,Ramante Edenthottam,Ramante Edenthottam,2017.0,"Comedy,Drama,Romance",nm3452383,nm3452383
tt6536784,Maurya,IN,kn,Mourya,Mourya,2004.0,Drama,nm8783778,nm0700872
tt6539142,Kannadi Pookal,IN,ta,Kannadi Pookkal,Kannadi Pookkal,2005.0,Drama,nm8785522,
tt6551468,Aradi,IN,ml,Six Feet,Aaradi,2017.0,Drama,nm8794086,"nm13013926,nm13013927"
tt6567406,Muthuraamalingam,IN,ta,Muthuramalingam,Muthuramalingam,2017.0,"Action,Drama",nm8803752,nm8803752
tt6568614,Kalam Vellum,IN,ta,Kaalam Vellum,Kaalam Vellum,1970.0,,nm1549914,"nm10623485,nm10623486"
tt6640006,Kadam Kadha,IN,ml,Kadam Katha,Kadam Katha,2017.0,Comedy,nm7025929,nm8843472
tt6640424,Aatakke Untu Lekkakke Illa,IN,kn,The Insignificant,The Insignificant,2017.0,"Drama,Short","nm8843802,nm8865067","nm8843802,nm8865067"
tt6723182,Shivalinga,IN,ta,Sivalinga,Sivalinga,2017.0,"Comedy,Horror,Mystery",nm0890864,"nm5253704,nm0890864"
